gene_id	gene_short_name	halflife_160412_r1	halflife_160412_r2
YIR002C	MPH1	3.227982724	3.224826549
YIR003W	AIM21	4.877287957	5.035952485
YIR004W	DJP1	4.253913964	5.300863943
YIR005W	IST3	2.416618382	4.356780211
YIR006C	PAN1	5.423356044	8.396354002
YIR007W	YIR007W	2.0123067	1.690584378
YIR008C	PRI1	2.578610388	5.287583253
YIR009W	MSL1	NA	5.084989486
YIR010W	DSN1	2.528221856	2.49559263
YIR011C	STS1	2.533093839	3.209311755
YIR012W	SQT1	5.961845239	5.056366661
YIR013C	GAT4	NA	NA
YIR014W	YIR014W	NA	NA
YIR015W	RPR2	3.54347897	NA
YIR016W	YIR016W	3.316402838	6.455429877
YIR017C	MET28	6.379975307	NA
YIR017W-A	YIR017W-A	4.485193008	6.225420231
YIR018C-A	YIR018C-A	6.467744442	NA
YIR018W	YAP5	5.041219183	5.300570349
YIR020C	YIR020C	NA	NA
YIR020C-B	YIR020C-B	3.006043709	3.208587534
YIR020W-A	YIR020W-A	NA	NA
YIR021W	MRS1	4.146637669	3.472613151
YIR021W-A	YIR021W-A	NA	NA
YIR022W	SEC11	7.555145158	8.18824356
YIR023C-A	YIR023C-A	3.82496321	NA
YIR023W	DAL81	1.135299299	2.135857926
YIR024C	YIR024C	3.604712366	NA
YIR025W	MND2	3.190188	4.274616691
YIR026C	YVH1	7.792887984	7.505028348
YIR027C	DAL1	5.040005106	7.159605321
YIR028W	DAL4	NA	2.89310299
YIR029W	DAL2	NA	4.20340439
YIR030C	DCG1	3.045658778	4.480633433
YIR030W-A	YIR030W-A	NA	NA
YIR031C	DAL7	9.428017533	NA
YIR032C	DAL3	8.549957966	10.12283154
YIR033W	MGA2	2.182243688	3.297695809
YIR034C	LYS1	6.854563371	8.729122242
YIR035C	YIR035C	10.93727372	13.98909242
YIR036C	IRC24	9.841737643	11.12919259
YIR036W-A	YIR036W-A	9.150701254	10.1348086
YIR037W	HYR1	21.09148943	31.02084384
YIR038C	GTT1	32.91138416	NA
YIR039C	YPS6	6.438878796	4.340469025
YIR040C	YIR040C	1.23338782	NA
YIR041W	PAU15	NA	NA
YIR042C	YIR042C	2.666614406	6.287004144
YIR043C	YIR043C	NA	NA
YIR044C	YIR044C	NA	NA
YJL001W	PRE3	8.700340355	15.44651598
YJL002C	OST1	6.120797184	7.668612298
YJL003W	COX16	3.893761158	4.643505872
YJL004C	SYS1	3.4859238	5.161536458
YJL005W	CYR1	2.638532386	3.759833795
YJL006C	CTK2	1.485359766	2.172924969
YJL007C	YJL007C	NA	NA
YJL008C	CCT8	6.123036262	6.353038298
YJL009W	YJL009W	6.271867485	4.260140528
YJL010C	NOP9	3.319144013	3.514934043
YJL011C	RPC17	2.515412812	2.550814464
YJL012C	VTC4	6.144015257	6.400438954
YJL013C	MAD3	NA	2.931056074
YJL014W	CCT3	5.877706197	7.221291321
YJL015C	YJL015C	NA	NA
YJL016W	YJL016W	3.116128113	2.782210874
YJL019W	MPS3	2.199441121	2.11448387
YJL020C	BBC1	5.848814229	7.93961339
YJL020W-A	YJL020W-A	4.562804944	5.565942409
YJL022W	YJL022W	NA	NA
YJL023C	PET130	2.598259255	1.325150264
YJL024C	APS3	5.659820325	5.971439142
YJL025W	RRN7	NA	NA
YJL026C-A	YJL026C-A	20.89562719	15.95116176
YJL026W	RNR2	19.87071318	16.65864558
YJL027C	YJL027C	NA	NA
YJL028W	YJL028W	NA	NA
YJL029C	VPS53	2.422326086	3.12084871
YJL030W	MAD2	8.033050027	6.571743398
YJL031C	BET4	3.703218863	5.106101237
YJL032W	YJL032W	4.138635324	3.34526652
YJL033W	HCA4	3.464826336	3.105929451
YJL034W	KAR2	5.199032863	6.603957024
YJL035C	TAD2	3.77435622	5.708191726
YJL036W	SNX4	3.85479505	3.397751923
YJL037W	IRC18	NA	NA
YJL038C	LOH1	NA	1.747416914
YJL039C	NUP192	2.855705048	3.586181166
YJL042W	MHP1	4.991867568	5.14763316
YJL043W	YJL043W	NA	NA
YJL044C	GYP6	5.484757598	5.957449741
YJL045W	YJL045W	NA	NA
YJL046W	AIM22	2.685391979	5.989940338
YJL047C	RTT101	1.638143899	2.427566963
YJL047C-A	YJL047C-A	NA	NA
YJL048C	UBX6	3.629313893	4.573650556
YJL049W	YJL049W	1.775641765	2.288929135
YJL050W	MTR4	4.541257256	5.221036506
YJL051W	IRC8	1.785037461	2.797410565
YJL052C-A	YJL052C-A	NA	NA
YJL052W	TDH1	18.40600508	26.69262366
YJL053W	PEP8	4.364780637	4.741896825
YJL054W	TIM54	4.682864181	6.470941193
YJL055W	YJL055W	7.860386437	8.501688221
YJL056C	ZAP1	1.083261573	0.976195296
YJL057C	IKS1	4.056161078	5.442423221
YJL058C	BIT61	0.728269932	2.395815431
YJL059W	YHC3	3.268441875	3.833569588
YJL060W	BNA3	8.278337713	9.671780776
YJL061W	NUP82	2.645912058	2.574480571
YJL062W	LAS21	3.084896543	3.254220096
YJL062W-A	COA3	8.484317015	10.22334848
YJL063C	MRPL8	8.667316431	7.964220041
YJL064W	YJL064W	NA	NA
YJL065C	DLS1	4.424102596	5.923538273
YJL066C	MPM1	3.960979203	10.02268439
YJL067W	YJL067W	8.851727333	13.86699043
YJL068C	YJL068C	13.96290687	14.29930966
YJL069C	UTP18	2.135884925	2.51066878
YJL070C	YJL070C	2.613087545	3.839276784
YJL071W	ARG2	4.124358675	4.843319435
YJL072C	PSF2	4.465961895	5.002714639
YJL073W	JEM1	2.481182274	2.01879102
YJL074C	SMC3	3.62677018	5.260518393
YJL075C	APQ13	3.837289903	2.992821252
YJL076W	NET1	4.564790194	4.660241842
YJL077C	ICS3	NA	NA
YJL077W-A	YJL077W-A	NA	NA
YJL077W-B	YJL077W-B	NA	NA
YJL078C	PRY3	2.934267708	3.083697043
YJL079C	PRY1	9.458630024	8.550591678
YJL080C	SCP160	8.086464555	9.751571223
YJL081C	ARP4	5.212078632	5.073377251
YJL082W	IML2	2.586109235	5.313309815
YJL083W	TAX4	1.945815556	4.45106362
YJL084C	ALY2	1.330677892	1.809187909
YJL085W	EXO70	1.485812531	2.313931888
YJL086C	YJL086C	NA	NA
YJL087C	TRL1	1.700271215	2.495315367
YJL088W	ARG3	3.64612762	3.83680891
YJL089W	SIP4	NA	NA
YJL090C	DPB11	1.387197899	1.85384667
YJL091C	GWT1	2.711107975	3.896424208
YJL092W	SRS2	2.126602059	2.509767126
YJL093C	TOK1	3.041699581	3.732071187
YJL094C	KHA1	2.338556957	2.863184002
YJL095W	BCK1	3.303398267	2.754529738
YJL096W	MRPL49	5.786042103	6.168399845
YJL097W	PHS1	5.842461564	6.999025251
YJL098W	SAP185	1.633363861	1.650269809
YJL099W	CHS6	3.094464408	4.250335808
YJL100W	LSB6	2.153593776	4.064040903
YJL101C	GSH1	5.04741039	5.655798604
YJL102W	MEF2	4.797938826	4.560853068
YJL103C	GSM1	1.224663738	2.510742127
YJL104W	PAM16	5.987821242	8.900642356
YJL105W	SET4	5.517096182	2.357237143
YJL106W	IME2	NA	NA
YJL107C	YJL107C	1.911370208	3.723248402
YJL108C	PRM10	2.413938368	3.338337281
YJL109C	UTP10	4.073242647	5.147256844
YJL110C	GZF3	2.153075711	3.150485887
YJL111W	CCT7	5.256935184	6.009098103
YJL112W	MDV1	2.074310183	4.14281827
YJL113W	YJL113W	NA	NA
YJL114W	YJL114W	NA	NA
YJL115W	ASF1	3.584288554	2.823338633
YJL116C	NCA3	2.14366258	2.896514473
YJL117W	PHO86	3.802874254	4.880523077
YJL118W	YJL118W	NA	2.154725302
YJL119C	YJL119C	NA	2.572809609
YJL120W	YJL120W	NA	NA
YJL121C	RPE1	16.25935352	NA
YJL122W	ALB1	3.461579713	2.678252163
YJL123C	MTC1	4.890010212	5.387379515
YJL124C	LSM1	4.402026808	6.847869255
YJL125C	GCD14	3.255756463	2.891148461
YJL126W	NIT2	6.59056345	6.470003354
YJL127C	SPT10	2.007618153	1.801668657
YJL127C-B	YJL127C-B	NA	4.621591701
YJL127W-A	YJL127W-A	NA	NA
YJL128C	PBS2	2.370588761	2.578765647
YJL129C	TRK1	1.929139855	2.503747019
YJL130C	URA2	5.901235166	6.363467188
YJL131C	AIM23	4.183371915	7.242065466
YJL132W	YJL132W	2.768009031	2.921513764
YJL133C-A	YJL133C-A	NA	NA
YJL133W	MRS3	1.365922511	1.909442451
YJL134W	LCB3	3.012212479	2.777070326
YJL135W	YJL135W	NA	NA
YJL136C	RPS21B	17.4664552	19.8057895
YJL136W-A	YJL136W-A	NA	NA
YJL137C	GLG2	3.985827562	4.639646642
YJL139C	YUR1	2.819245395	2.673126284
YJL140W	RPB4	5.791905135	6.662488766
YJL141C	YAK1	2.918265968	4.116749847
YJL142C	IRC9	5.04293391	6.319804385
YJL143W	TIM17	8.484494289	9.504771432
YJL144W	YJL144W	4.888914356	4.922054896
YJL145W	SFH5	7.971010025	9.648815315
YJL146W	IDS2	2.249485725	3.066533184
YJL147C	YJL147C	NA	3.067370656
YJL148W	RPA34	3.55233579	4.022734734
YJL149W	DAS1	2.433735436	4.869496821
YJL150W	YJL150W	NA	NA
YJL151C	SNA3	8.553805898	10.43873771
YJL152W	YJL152W	7.495085872	9.019739361
YJL153C	INO1	10.59927992	16.35386841
YJL154C	VPS35	3.185459991	4.4190966
YJL155C	FBP26	3.45709898	6.521935274
YJL156C	SSY5	2.118430424	1.893337115
YJL156W-A	YJL156W-A	2.151957526	2.467571812
YJL157C	FAR1	1.276913898	2.328558879
YJL158C	CIS3	9.075879275	9.633214582
YJL159W	HSP150	3.657995608	4.529371098
YJL160C	YJL160C	NA	NA
YJL161W	FMP33	NA	NA
YJL162C	JJJ2	2.33700012	2.175014396
YJL163C	YJL163C	4.07539556	7.158055828
YJL164C	TPK1	3.731709466	6.740836857
YJL165C	HAL5	2.466813591	2.527299131
YJL166W	QCR8	3.480507317	5.9752166
YJL167W	ERG20	11.23429567	12.87163051
YJL168C	SET2	1.957524158	2.46353163
YJL169W	YJL169W	0.507036389	1.685426913
YJL170C	ASG7	NA	NA
YJL171C	YJL171C	5.96254144	7.659818058
YJL172W	CPS1	10.78976449	14.402187
YJL173C	RFA3	7.010542614	10.56283848
YJL174W	KRE9	3.567340877	4.042577362
YJL175W	YJL175W	NA	NA
YJL176C	SWI3	2.647253589	2.616205401
YJL177W	RPL17B	16.24822908	15.50300996
YJL178C	ATG27	5.793932584	7.670795241
YJL179W	PFD1	5.772842891	4.294513233
YJL180C	ATP12	4.24653375	6.753043588
YJL181W	YJL181W	1.965126327	1.832495254
YJL182C	YJL182C	NA	NA
YJL183W	MNN11	4.208268293	5.21706973
YJL184W	GON7	5.721871671	5.920353269
YJL185C	ATG36	5.003833971	4.3578707
YJL186W	MNN5	4.457901187	5.113786423
YJL187C	SWE1	2.358488129	2.651928827
YJL188C	BUD19	11.99124541	9.459131496
YJL189W	RPL39	12.43539311	11.05335364
YJL190C	RPS22A	19.9140504	16.05957867
YJL191W	RPS14B	8.132800415	11.87218573
YJL192C	SOP4	6.851257198	8.08665871
YJL193W	YJL193W	1.392955897	1.804457756
YJL194W	CDC6	NA	NA
YJL195C	YJL195C	NA	1.187662193
YJL196C	ELO1	5.711331957	6.668496002
YJL197C-A	YJL197C-A	2.04343516	4.218080072
YJL197W	UBP12	2.539246431	2.666948986
YJL198W	PHO90	2.328614222	2.718851953
YJL199C	MBB1	NA	NA
YJL200C	ACO2	3.5701824	4.459065334
YJL201W	ECM25	2.222475237	1.525692853
YJL202C	YJL202C	NA	NA
YJL203W	PRP21	3.281897709	3.492933545
YJL204C	RCY1	2.566180542	2.94822223
YJL205C	NCE101	NA	NA
YJL206C	YJL206C	2.649158861	3.359441714
YJL207C	LAA1	2.434448425	3.742903145
YJL208C	NUC1	4.402394465	4.334398439
YJL209W	CBP1	1.539567886	3.204574085
YJL210W	PEX2	6.856354653	6.670464265
YJL211C	YJL211C	6.865328866	4.937242263
YJL212C	OPT1	3.752260895	3.526970973
YJL213W	YJL213W	NA	NA
YJL214W	HXT8	NA	NA
YJL215C	YJL215C	NA	NA
YJL216C	IMA5	NA	NA
YJL217W	REE1	19.77196407	19.84373452
YJL218W	YJL218W	NA	5.860470572
YJL219W	HXT9	NA	NA
YJR001W	AVT1	4.468720032	4.4711122
YJR002W	MPP10	4.386928553	5.487201015
YJR003C	YJR003C	2.294318869	2.903887148
YJR004C	SAG1	2.487294809	3.816066344
YJR005C-A	YJR005C-A	NA	NA
YJR005W	APL1	2.005378206	2.073729095
YJR006W	POL31	2.976125587	4.066756918
YJR007W	SUI2	5.698987984	6.27690366
YJR008W	MHO1	2.998427716	2.113734396
YJR009C	TDH2	15.90852052	20.65131415
YJR010C-A	SPC1	6.468430853	5.378647082
YJR010W	MET3	10.36525918	10.88645275
YJR011C	YJR011C	1.886532572	5.631510536
YJR012C	YJR012C	4.011222927	3.393995437
YJR013W	GPI14	2.658751093	2.884423295
YJR014W	TMA22	9.531252048	10.38688982
YJR015W	YJR015W	5.938137548	6.420587304
YJR016C	ILV3	6.214397891	7.680709803
YJR017C	ESS1	6.163078916	11.30532997
YJR018W	YJR018W	7.871486385	5.405797025
YJR019C	TES1	5.116952095	5.030149691
YJR020W	YJR020W	6.575425144	8.282948224
YJR021C	REC107	4.830417988	4.141236233
YJR022W	LSM8	NA	NA
YJR023C	YJR023C	3.924595622	NA
YJR024C	MDE1	7.873714773	7.221235037
YJR025C	BNA1	14.32879432	20.32754083
YJR030C	YJR030C	2.376334447	1.786642603
YJR031C	GEA1	2.375519842	3.488866294
YJR032W	CPR7	4.217066199	5.270075696
YJR033C	RAV1	2.551913514	5.201860351
YJR034W	PET191	7.589065593	6.10588739
YJR035W	RAD26	1.643656122	1.899053005
YJR036C	HUL4	NA	NA
YJR037W	YJR037W	NA	NA
YJR038C	YJR038C	NA	NA
YJR039W	YJR039W	NA	1.777211278
YJR040W	GEF1	2.879032289	4.754522882
YJR041C	URB2	2.200058047	2.222659266
YJR042W	NUP85	3.880221802	3.619984633
YJR043C	POL32	3.229994915	3.892690764
YJR044C	VPS55	5.377722375	6.406161048
YJR045C	SSC1	9.472714829	10.86593398
YJR046W	TAH11	6.701578328	6.723846469
YJR047C	ANB1	NA	NA
YJR048W	CYC1	4.327923837	7.666632375
YJR049C	UTR1	6.196083289	5.809343695
YJR050W	ISY1	4.308964833	2.706804532
YJR051W	OSM1	4.861108498	4.936895239
YJR052W	RAD7	1.897232455	2.602765545
YJR053W	BFA1	0.87372442	1.304585429
YJR054W	YJR054W	1.478645269	2.040730846
YJR055W	HIT1	2.009008616	1.91524062
YJR056C	YJR056C	3.047422642	2.561072132
YJR057W	CDC8	4.863034533	4.974430965
YJR058C	APS2	5.260874029	7.005496082
YJR059W	PTK2	1.702717604	6.166599231
YJR060W	CBF1	3.217522837	3.781433872
YJR061W	YJR061W	2.475382339	2.735361892
YJR062C	NTA1	2.840038888	3.743001357
YJR063W	RPA12	3.27553285	2.815437644
YJR064W	CCT5	6.146779539	6.293009775
YJR065C	ARP3	7.106560772	9.337482658
YJR066W	TOR1	1.764032801	2.667486091
YJR067C	YAE1	2.223197594	3.076809973
YJR068W	RFC2	4.654966385	6.663780486
YJR069C	HAM1	6.377304783	8.038034652
YJR070C	LIA1	6.293681182	6.088071598
YJR071W	YJR071W	6.716765647	5.45313318
YJR072C	NPA3	6.721778564	7.175430157
YJR073C	OPI3	10.26481803	14.23781044
YJR074W	MOG1	8.958294249	14.75188102
YJR075W	HOC1	5.402769133	7.172221518
YJR076C	CDC11	4.207954129	4.704966779
YJR077C	MIR1	7.588608707	11.195971
YJR078W	BNA2	3.132573068	NA
YJR079W	YJR079W	NA	NA
YJR080C	AIM24	4.577110478	5.062144838
YJR082C	EAF6	5.15862728	7.450703419
YJR083C	ACF4	1.648715129	1.763023443
YJR084W	YJR084W	2.96926343	1.929179734
YJR085C	YJR085C	14.78603516	14.64420148
YJR086W	STE18	NA	1.778618886
YJR087W	YJR087W	NA	NA
YJR088C	EMC2	4.789051432	6.532820701
YJR089W	BIR1	1.846423214	1.844810595
YJR090C	GRR1	1.400622719	2.064310377
YJR091C	JSN1	2.850673442	3.5353471
YJR092W	BUD4	1.459211729	1.513075346
YJR093C	FIP1	2.166776295	2.341903168
YJR094C	IME1	NA	NA
YJR094W-A	RPL43B	17.22130137	13.77237422
YJR095W	SFC1	NA	NA
YJR096W	YJR096W	12.27341074	9.225122493
YJR097W	JJJ3	1.847159171	2.163844424
YJR098C	YJR098C	2.065375952	2.278872801
YJR099W	YUH1	5.549394942	4.96111239
YJR100C	AIM25	4.785750282	5.173089677
YJR101W	RSM26	4.747710263	4.900076695
YJR102C	VPS25	3.510374272	5.328966128
YJR103W	URA8	7.399855186	8.053655541
YJR104C	SOD1	18.82515899	NA
YJR105W	ADO1	11.56102822	14.74649308
YJR106W	ECM27	2.404538401	3.106297453
YJR107W	YJR107W	1.610591189	2.027643665
YJR108W	ABM1	NA	NA
YJR109C	CPA2	6.193064107	6.804696123
YJR110W	YMR1	2.036671707	1.823450255
YJR111C	YJR111C	1.893225584	3.226226402
YJR112W	NNF1	1.313523525	1.524931717
YJR112W-A	YJR112W-A	3.360232959	2.803751123
YJR113C	RSM7	6.627705289	7.676289969
YJR114W	YJR114W	4.22509154	3.951254881
YJR115W	YJR115W	NA	NA
YJR116W	TDA4	4.915250708	5.69220429
YJR117W	STE24	5.568517374	6.485688185
YJR118C	ILM1	3.94671902	5.095867006
YJR119C	JHD2	2.55241384	1.082299435
YJR120W	YJR120W	NA	NA
YJR121W	ATP2	9.428158517	11.21005301
YJR122W	IBA57	4.601377085	9.537462518
YJR123W	RPS5	20.807712	17.83571805
YJR124C	YJR124C	2.938754151	3.621452876
YJR125C	ENT3	5.421888526	7.288034289
YJR126C	VPS70	2.547314881	2.611064785
YJR127C	RSF2	0.978486173	2.867728436
YJR128W	YJR128W	NA	NA
YJR129C	YJR129C	4.261460817	4.241639844
YJR130C	STR2	3.674521064	4.749684143
YJR131W	MNS1	4.939077652	5.518378689
YJR132W	NMD5	2.377096957	2.979531949
YJR133W	XPT1	7.001066932	10.75892634
YJR134C	SGM1	3.152208051	3.541672222
YJR135C	MCM22	2.819571937	2.247030809
YJR135W-A	TIM8	19.47984052	19.10855865
YJR136C	TTI2	1.080196969	2.034954276
YJR137C	MET5	6.212504522	6.043509599
YJR138W	IML1	1.837496601	2.02473544
YJR139C	HOM6	20.3272835	21.29545739
YJR140C	HIR3	2.667476128	3.172543527
YJR140W-A	YJR140W-A	NA	NA
YJR141W	YJR141W	2.555305456	2.885694307
YJR142W	YJR142W	6.186893224	8.129183828
YJR143C	PMT4	6.653075275	7.097699443
YJR144W	MGM101	4.330982933	5.412158733
YJR145C	RPS4A	16.29765608	16.62683097
YJR146W	YJR146W	2.887984476	3.562530691
YJR147W	HMS2	3.963453819	4.466700951
YJR148W	BAT2	11.29307686	13.09339428
YJR149W	YJR149W	2.484097281	4.193249592
YJR150C	DAN1	NA	NA
YJR151C	DAN4	0.667059613	3.360254627
YJR151W-A	YJR151W-A	NA	NA
YJR152W	DAL5	4.751149408	3.883283095
YJR153W	PGU1	NA	6.926952396
YJR154W	YJR154W	NA	NA
YJR155W	AAD10	NA	NA
YJR156C	THI11	NA	NA
YJR161C	COS5	5.055211486	4.949231865
YJR162C	YJR162C	NA	NA
YKL001C	MET14	4.940488023	6.494412506
YKL002W	DID4	3.814203791	5.607073774
YKL003C	MRP17	5.932322729	6.192737214
YKL004W	AUR1	4.266115959	4.814261613
YKL005C	BYE1	3.02566065	3.902561285
YKL006C-A	SFT1	12.03816571	26.3467272
YKL006W	RPL14A	17.92026613	16.87119126
YKL007W	CAP1	5.758545092	6.891989819
YKL008C	LAC1	4.166606654	4.247793103
YKL009W	MRT4	4.073099038	3.74279127
YKL010C	UFD4	3.4513687	3.94920248
YKL011C	CCE1	3.700870544	2.286149725
YKL012W	PRP40	2.503746225	2.817088218
YKL013C	ARC19	8.216022405	10.49086646
YKL014C	URB1	3.474682478	3.869826376
YKL015W	PUT3	1.644018347	2.005130379
YKL016C	ATP7	6.043691105	7.759581878
YKL017C	HCS1	2.768917259	3.168035947
YKL018C-A	YKL018C-A	6.49265994	5.726614438
YKL018W	SWD2	2.068366611	3.224802317
YKL019W	RAM2	13.08853756	11.10912387
YKL020C	SPT23	1.841654543	2.201242968
YKL021C	MAK11	4.910336803	5.748320465
YKL022C	CDC16	1.837269994	2.203595843
YKL023C-A	YKL023C-A	11.14601448	8.61150707
YKL023W	YKL023W	5.20382687	4.22266724
YKL024C	URA6	15.81771847	15.50196641
YKL025C	PAN3	3.074385133	3.865998951
YKL026C	GPX1	NA	NA
YKL027W	YKL027W	2.270782063	3.39274294
YKL028W	TFA1	2.000516647	2.599505908
YKL029C	MAE1	4.582967592	4.969955743
YKL030W	YKL030W	5.978136366	5.718411597
YKL031W	YKL031W	NA	NA
YKL032C	IXR1	2.584536207	4.160904331
YKL033W	TTI1	2.424785755	2.711160441
YKL033W-A	YKL033W-A	9.108290326	8.562902584
YKL034W	TUL1	2.484480273	3.323857137
YKL035W	UGP1	7.334020639	8.817406875
YKL036C	YKL036C	1.845323903	9.131485583
YKL037W	AIM26	NA	NA
YKL038W	RGT1	2.70525878	2.423417673
YKL039W	PTM1	3.274186685	3.702512135
YKL040C	NFU1	5.033665061	6.792204074
YKL041W	VPS24	4.1055216	4.251075383
YKL042W	SPC42	2.127235279	1.586303663
YKL043W	PHD1	3.189152588	2.980124431
YKL044W	YKL044W	3.667342833	3.063680793
YKL045W	PRI2	3.239649905	3.423055106
YKL046C	DCW1	6.193305858	5.917418096
YKL047W	ANR2	3.06174313	4.101414648
YKL048C	ELM1	1.515509252	1.320222162
YKL049C	CSE4	2.754534129	2.624265422
YKL050C	YKL050C	2.659845346	2.339953257
YKL051W	SFK1	3.441920256	3.98924643
YKL052C	ASK1	2.539555676	3.07965566
YKL053C-A	MDM35	7.177664137	2.531888321
YKL053W	YKL053W	2.567044543	3.275837725
YKL054C	DEF1	4.196781529	7.776888745
YKL055C	OAR1	1.336072028	2.213702328
YKL056C	TMA19	18.5428384	18.44922762
YKL057C	NUP120	2.12666732	2.18744424
YKL058W	TOA2	5.387147241	4.690206681
YKL059C	MPE1	2.406494706	2.798148784
YKL060C	FBA1	28.8094487	NA
YKL061W	BLI1	NA	NA
YKL062W	MSN4	1.749174443	3.766550203
YKL063C	YKL063C	2.035205964	1.871526322
YKL064W	MNR2	4.095450165	5.710073774
YKL065C	YET1	5.81746713	8.09068945
YKL065W-A	YKL065W-A	NA	NA
YKL066W	YKL066W	4.144010007	7.194875429
YKL067W	YNK1	6.909325407	8.495374687
YKL068W	NUP100	2.442749192	2.956329848
YKL068W-A	YKL068W-A	1.632103685	1.479484419
YKL069W	YKL069W	5.202345836	15.66298441
YKL070W	YKL070W	NA	5.249686272
YKL071W	YKL071W	NA	NA
YKL072W	STB6	2.182967476	2.364390193
YKL073W	LHS1	4.250626412	6.464492442
YKL074C	MUD2	1.888217999	1.975727034
YKL075C	YKL075C	1.666192944	1.727567072
YKL076C	PSY1	0.921153299	2.536348907
YKL077W	YKL077W	4.609565606	6.001038084
YKL078W	DHR2	1.855468556	3.488172176
YKL079W	SMY1	2.488216909	2.842743687
YKL080W	VMA5	14.16311639	14.41256152
YKL081W	TEF4	10.27971276	10.14664685
YKL082C	RRP14	1.578892224	2.728127201
YKL083W	YKL083W	1.84632716	2.55304985
YKL084W	HOT13	10.49175363	12.78710064
YKL085W	MDH1	6.735347327	7.246353522
YKL086W	SRX1	4.028326793	6.54511885
YKL087C	CYT2	5.846018297	6.661643698
YKL088W	CAB3	2.228001655	2.249814934
YKL089W	MIF2	1.327899106	2.77290017
YKL090W	CUE2	2.583382033	1.929802026
YKL091C	YKL091C	6.901874136	4.930870665
YKL092C	BUD2	1.714095292	1.466676127
YKL093W	MBR1	2.343224502	2.165456611
YKL094W	YJU3	6.015910585	6.773703526
YKL095W	YJU2	1.890531938	NA
YKL096C-B	YKL096C-B	NA	NA
YKL096W	CWP1	6.856190718	9.097100753
YKL096W-A	CWP2	NA	NA
YKL097C	YKL097C	NA	NA
YKL098W	MTC2	2.573759566	3.930615593
YKL099C	UTP11	3.306351731	3.503475466
YKL100C	YKL100C	4.026791733	5.039126689
YKL100W-A	YKL100W-A	3.391210011	3.50468783
YKL101W	HSL1	2.364032336	3.523871801
YKL102C	YKL102C	NA	NA
YKL103C	APE1	10.24225223	NA
YKL104C	GFA1	6.975156936	7.479935738
YKL105C	SEG2	2.796150587	2.756919572
YKL106C-A	YKL106C-A	NA	NA
YKL106W	AAT1	2.001282082	2.960466168
YKL107W	YKL107W	NA	NA
YKL108W	SLD2	2.600042764	3.591437545
YKL109W	HAP4	1.794574858	1.908787372
YKL110C	KTI12	3.732417103	4.569079992
YKL111C	YKL111C	3.707312122	NA
YKL112W	ABF1	2.349558613	3.497393101
YKL113C	RAD27	3.269064011	4.382214784
YKL114C	APN1	3.931992714	5.056302304
YKL115C	YKL115C	3.308196102	NA
YKL116C	PRR1	2.170169442	1.596831913
YKL117W	SBA1	12.52458357	16.59445177
YKL118W	YKL118W	NA	NA
YKL119C	VPH2	4.925383292	7.141003835
YKL120W	OAC1	2.090390075	2.264269075
YKL121W	DGR2	2.502815769	NA
YKL122C	SRP21	4.735182067	4.677020009
YKL123W	YKL123W	3.044868859	2.864197669
YKL124W	SSH4	1.572163348	NA
YKL125W	RRN3	NA	1.004010412
YKL126W	YPK1	3.918651866	5.981167238
YKL127W	PGM1	10.76815381	11.39527787
YKL128C	PMU1	5.109449424	6.406545274
YKL129C	MYO3	2.222373045	3.681822512
YKL130C	SHE2	2.314395764	2.421883839
YKL131W	YKL131W	NA	NA
YKL132C	RMA1	4.152966772	11.42668195
YKL133C	YKL133C	NA	5.19030311
YKL134C	OCT1	2.329765109	3.863459246
YKL135C	APL2	3.04466155	3.816802674
YKL136W	YKL136W	3.977275475	4.651361877
YKL137W	CMC1	8.533558845	5.212455599
YKL138C	MRPL31	6.864901008	7.386009587
YKL138C-A	HSK3	NA	5.977605614
YKL139W	CTK1	1.316322727	2.005365842
YKL140W	TGL1	4.012804633	4.069714062
YKL141W	SDH3	5.846810228	6.620784863
YKL142W	MRP8	7.042247316	10.53179066
YKL143W	LTV1	4.322140271	3.588954937
YKL144C	RPC25	3.121639221	3.848566228
YKL145W	RPT1	7.677436491	7.278569799
YKL145W-A	YKL145W-A	NA	NA
YKL146W	AVT3	2.742419044	3.041940698
YKL147C	YKL147C	1.958754014	5.397781096
YKL148C	SDH1	2.655057353	3.569691852
YKL149C	DBR1	2.21057063	2.726739772
YKL150W	MCR1	6.040390144	10.04598102
YKL151C	YKL151C	10.36794395	17.07581384
YKL152C	GPM1	26.31854155	31.93216679
YKL153W	YKL153W	27.40200279	26.89957756
YKL154W	SRP102	2.766762591	3.466792232
YKL155C	RSM22	3.199292812	4.644118268
YKL156C-A	YKL156C-A	2.634987658	3.563153765
YKL156W	RPS27A	3.617035076	6.054333742
YKL157W	APE2	10.67235672	12.08853173
YKL159C	RCN1	NA	5.612531842
YKL160W	ELF1	15.04333817	13.25239619
YKL161C	KDX1	4.444229464	4.665367022
YKL162C	YKL162C	NA	4.586438841
YKL162C-A	YKL162C-A	NA	NA
YKL163W	PIR3	2.046808134	4.61032962
YKL164C	PIR1	2.361404591	3.160937342
YKL165C	MCD4	2.985240575	3.492825971
YKL165C-A	YKL165C-A	NA	NA
YKL166C	TPK3	2.650591939	2.211487245
YKL167C	MRP49	3.972365671	6.371606083
YKL168C	KKQ8	2.009159894	2.519943775
YKL169C	YKL169C	NA	NA
YKL170W	MRPL38	5.955930477	6.367736137
YKL171W	NNK1	4.239913741	2.974083964
YKL172W	EBP2	3.827833454	3.737908031
