gene_id	gene_short_name	halflife_160412_r1	halflife_160412_r2
YGL136C	MRM2	5.160189919	7.004492996
YGL137W	SEC27	6.487809531	8.418507487
YGL138C	YGL138C	NA	NA
YGL139W	FLC3	3.760038613	4.495207402
YGL140C	YGL140C	3.374145606	4.074388965
YGL141W	HUL5	3.947994735	3.578254403
YGL142C	GPI10	3.061758055	3.69766548
YGL143C	MRF1	4.521280417	8.05523651
YGL144C	ROG1	NA	0.86204771
YGL145W	TIP20	2.203625651	3.079259087
YGL146C	RRT6	NA	NA
YGL147C	RPL9A	21.31128052	17.09342551
YGL148W	ARO2	13.48423156	12.72038144
YGL149W	YGL149W	2.060507842	NA
YGL150C	INO80	3.197515558	3.62932142
YGL151W	NUT1	1.857093045	2.569780384
YGL152C	YGL152C	3.099316283	5.786800366
YGL153W	PEX14	2.7354564	10.53588739
YGL154C	LYS5	5.596049497	5.434055479
YGL155W	CDC43	4.066418108	4.562546268
YGL156W	AMS1	6.651907082	4.589764881
YGL157W	ARI1	10.27897876	13.69518794
YGL158W	RCK1	1.709031304	NA
YGL159W	YGL159W	4.285421279	4.262895174
YGL160W	AIM14	3.060688795	4.356065328
YGL161C	YIP5	4.540240625	5.219621004
YGL162W	SUT1	4.606372164	NA
YGL163C	RAD54	2.043046761	2.869980256
YGL164C	YRB30	2.284453067	3.413592041
YGL165C	YGL165C	2.551658543	3.847435294
YGL166W	CUP2	3.361361252	4.879278563
YGL167C	PMR1	3.831662922	4.747317773
YGL168W	HUR1	3.544183924	4.884968844
YGL169W	SUA5	4.566105655	3.791515937
YGL170C	SPO74	NA	4.090676237
YGL171W	ROK1	3.364856169	3.521229105
YGL172W	NUP49	3.275554584	5.169465657
YGL173C	XRN1	4.282993716	5.8136402
YGL174W	BUD13	3.090642161	2.538112067
YGL175C	SAE2	2.289529398	NA
YGL176C	YGL176C	1.361099503	1.924532418
YGL177W	YGL177W	NA	NA
YGL178W	MPT5	1.4917144	1.214413974
YGL179C	TOS3	1.924896885	2.213374932
YGL180W	ATG1	2.364013914	5.510857026
YGL181W	GTS1	5.343946764	5.205231194
YGL182C	YGL182C	NA	NA
YGL183C	MND1	NA	NA
YGL184C	STR3	2.024966833	1.834650278
YGL185C	YGL185C	5.723570946	5.960774797
YGL186C	TPN1	3.317919389	3.516762775
YGL187C	COX4	4.161396839	6.593811032
YGL188C	YGL188C	3.321692715	3.94085662
YGL188C-A	YGL188C-A	NA	NA
YGL189C	RPS26A	23.49006453	25.71181209
YGL190C	CDC55	1.963375486	2.461087481
YGL191W	COX13	8.237029215	11.08117705
YGL192W	IME4	1.771866449	4.360061331
YGL193C	YGL193C	NA	NA
YGL194C	HOS2	1.58676589	4.26498546
YGL194C-A	YGL194C-A	4.133369722	1.596557477
YGL195W	GCN1	7.387066307	9.194037812
YGL196W	DSD1	3.409802291	5.777116082
YGL197W	MDS3	1.808344291	2.207588868
YGL198W	YIP4	5.456240918	5.936778903
YGL199C	YGL199C	6.224590891	5.55219092
YGL200C	EMP24	10.00822649	11.0179854
YGL201C	MCM6	3.213148603	2.869392465
YGL202W	ARO8	12.83962866	13.43999023
YGL203C	KEX1	3.32899215	3.422156584
YGL204C	YGL204C	5.449573294	3.637417521
YGL205W	POX1	NA	2.398367835
YGL206C	CHC1	6.978061436	8.890428822
YGL207W	SPT16	4.733300391	5.891993207
YGL208W	SIP2	4.328395572	NA
YGL209W	MIG2	1.71526628	NA
YGL210W	YPT32	3.551148095	4.445362872
YGL211W	NCS6	3.98458199	3.237876023
YGL212W	VAM7	1.385334343	NA
YGL213C	SKI8	4.334594611	4.249832116
YGL214W	YGL214W	4.148984846	4.950317401
YGL215W	CLG1	5.473794282	6.380158305
YGL216W	KIP3	2.030303412	3.750263891
YGL217C	YGL217C	1.210440983	1.37268479
YGL218W	YGL218W	NA	NA
YGL219C	MDM34	3.142695697	4.954906869
YGL220W	FRA2	6.889527484	7.57659096
YGL221C	NIF3	9.723106471	11.41852648
YGL222C	EDC1	2.742968304	3.099779466
YGL223C	COG1	2.94977623	6.02842292
YGL224C	SDT1	3.830359121	5.303239938
YGL225W	VRG4	4.941897043	5.355180646
YGL226C-A	OST5	8.298300549	16.45895226
YGL226W	MTC3	6.427186044	6.985345873
YGL227W	VID30	2.790317145	5.594838989
YGL228W	SHE10	4.00356261	5.667770507
YGL229C	SAP4	2.688302714	2.004594016
YGL230C	YGL230C	NA	NA
YGL231C	EMC4	6.454322491	8.18106782
YGL232W	TAN1	6.995432988	10.10673314
YGL233W	SEC15	3.446318353	3.450375185
YGL234W	"ADE5,7"	8.223303886	8.168809185
YGL235W	YGL235W	NA	NA
YGL236C	MTO1	5.879145574	7.1736663
YGL237C	HAP2	4.656537178	3.853401741
YGL238W	CSE1	3.352772597	3.98919415
YGL239C	YGL239C	NA	3.90898468
YGL240W	DOC1	6.181589858	4.26697038
YGL241W	KAP114	3.196606654	3.616134427
YGL242C	YGL242C	5.740025867	6.378514158
YGL243W	TAD1	4.195251941	3.596266323
YGL244W	RTF1	4.971672105	5.933891764
YGL245W	GUS1	25.05861316	21.47052592
YGL246C	RAI1	3.046307622	2.486404594
YGL247W	BRR6	2.229496063	2.353608872
YGL248W	PDE1	4.057002694	4.150939588
YGL249W	ZIP2	NA	NA
YGL250W	RMR1	3.936092781	6.168701895
YGL251C	HFM1	NA	1.6628604
YGL252C	RTG2	3.921327764	5.630424735
YGL253W	HXK2	8.462969047	9.738392154
YGL254W	FZF1	2.437438636	2.781632404
YGL255W	ZRT1	2.186680842	3.149563854
YGL256W	ADH4	15.80305817	17.11648143
YGL257C	MNT2	3.55642258	5.628959504
YGL258W	VEL1	8.382390474	NA
YGL258W-A	YGL258W-A	NA	NA
YGR001C	YGR001C	9.487917941	9.819954459
YGR002C	SWC4	2.665520637	3.776792535
YGR003W	CUL3	2.624565002	2.540246988
YGR004W	PEX31	2.202244605	2.741462183
YGR005C	TFG2	4.568640863	6.955534462
YGR006W	PRP18	1.996811008	NA
YGR007W	ECT1	3.536969759	5.956589555
YGR008C	STF2	NA	NA
YGR009C	SEC9	2.95872114	4.335801536
YGR010W	NMA2	5.126535563	8.770887472
YGR011W	YGR011W	NA	2.527603227
YGR012W	YGR012W	3.047050446	4.386618933
YGR013W	SNU71	3.355189711	2.39719753
YGR014W	MSB2	1.948193572	1.913550181
YGR015C	YGR015C	4.175208815	3.355899549
YGR016W	YGR016W	1.406971791	6.022710996
YGR017W	YGR017W	3.196679738	6.049816856
YGR018C	YGR018C	3.921055799	4.601529915
YGR019W	UGA1	8.432719584	12.2898495
YGR020C	VMA7	10.15332979	16.97220705
YGR021W	YGR021W	5.219317977	3.868291792
YGR022C	YGR022C	NA	NA
YGR023W	MTL1	2.173097107	1.993127236
YGR024C	THG1	6.913382574	4.596890234
YGR025W	YGR025W	NA	NA
YGR026W	YGR026W	5.973159624	8.668750673
YGR027C	RPS25A	29.06736308	14.13377232
YGR028W	MSP1	3.654741322	4.252277663
YGR029W	ERV1	9.396486366	16.82968195
YGR030C	POP6	1.805489595	1.915913793
YGR031C-A	NAG1	2.73128094	4.768576258
YGR031W	IMO32	2.92997082	2.49494606
YGR032W	GSC2	5.30834769	4.554753634
YGR033C	TIM21	3.713704455	5.144119118
YGR034W	RPL26B	19.43834225	11.68118549
YGR035C	YGR035C	1.213724777	1.775757168
YGR035W-A	YGR035W-A	1.62350118	0.696315019
YGR036C	CAX4	3.129623159	1.947266685
YGR037C	ACB1	16.80409778	26.6158859
YGR038W	ORM1	4.893397845	5.432377923
YGR039W	YGR039W	4.904783549	NA
YGR040W	KSS1	1.682603689	2.23570962
YGR041W	BUD9	1.343123423	1.50072491
YGR042W	YGR042W	1.585024728	3.250740248
YGR043C	NQM1	NA	NA
YGR044C	RME1	4.551914907	6.32782064
YGR045C	YGR045C	NA	NA
YGR046W	TAM41	1.82218967	1.10356631
YGR047C	TFC4	1.724653015	2.466807388
YGR048W	UFD1	3.222513646	5.033591026
YGR049W	SCM4	3.295523844	4.194676694
YGR050C	YGR050C	NA	3.869274366
YGR051C	YGR051C	NA	NA
YGR052W	FMP48	2.604368799	4.686461339
YGR053C	YGR053C	NA	NA
YGR054W	YGR054W	3.820450974	4.63222321
YGR055W	MUP1	2.602914514	2.877537159
YGR056W	RSC1	NA	1.381475771
YGR057C	LST7	1.457782936	4.2589891
YGR058W	PEF1	1.937123637	1.729858236
YGR059W	SPR3	NA	NA
YGR060W	ERG25	5.359594855	5.482734973
YGR061C	ADE6	6.578440786	7.219823884
YGR062C	COX18	2.711614078	3.353981152
YGR063C	SPT4	3.862294533	3.132371694
YGR064W	YGR064W	3.961177409	4.620952317
YGR065C	VHT1	4.48029952	4.030771455
YGR066C	YGR066C	NA	NA
YGR067C	YGR067C	NA	NA
YGR068C	ART5	1.184904371	1.878935561
YGR068W-A	YGR068W-A	NA	NA
YGR069W	YGR069W	NA	NA
YGR070W	ROM1	NA	NA
YGR071C	ENV11	1.491877331	1.843342409
YGR072W	UPF3	2.186696465	3.891143594
YGR073C	YGR073C	NA	NA
YGR074W	SMD1	5.018034551	5.125490775
YGR075C	PRP38	4.168317409	4.584880128
YGR076C	MRPL25	3.941177781	5.044207797
YGR077C	PEX8	2.617900439	3.248511252
YGR078C	PAC10	5.554386823	5.210456567
YGR079W	YGR079W	0.729898686	NA
YGR080W	TWF1	5.632436659	8.723321272
YGR081C	SLX9	2.168696363	2.923704684
YGR082W	TOM20	9.070372832	9.335800204
YGR083C	GCD2	3.565977475	4.092200666
YGR084C	MRP13	3.415211184	3.407788616
YGR085C	RPL11B	11.23918598	12.18605787
YGR086C	PIL1	8.256477431	9.954961397
YGR087C	PDC6	NA	NA
YGR088W	CTT1	NA	NA
YGR089W	NNF2	1.56329799	1.575237326
YGR090W	UTP22	2.155881434	2.728943876
YGR091W	PRP31	2.910348465	2.340911577
YGR092W	DBF2	1.565659996	1.645166121
YGR093W	YGR093W	2.882031254	3.934920945
YGR094W	VAS1	13.42190704	14.07842367
YGR095C	RRP46	3.493610442	3.516060308
YGR096W	TPC1	3.73363042	4.814626097
YGR097W	ASK10	3.331725707	4.033228001
YGR098C	ESP1	1.392020372	0.977268475
YGR099W	TEL2	2.584477239	3.260899931
YGR100W	MDR1	3.33336158	3.965286082
YGR101W	PCP1	2.518630976	4.103515248
YGR102C	GTF1	7.41494985	2.678147816
YGR103W	NOP7	6.05755906	5.60894978
YGR104C	SRB5	2.85321757	3.652588111
YGR105W	VMA21	11.44039488	10.50736712
YGR106C	VOA1	8.328997194	9.179973739
YGR107W	YGR107W	NA	NA
YGR108W	CLB1	1.087774077	1.131637278
YGR109C	CLB6	0.92169814	NA
YGR110W	CLD1	2.202262314	4.400793255
YGR111W	YGR111W	5.726223077	7.054227903
YGR112W	SHY1	6.983577459	6.345395405
YGR113W	DAM1	1.605296171	2.790723601
YGR114C	YGR114C	NA	NA
YGR115C	YGR115C	NA	NA
YGR116W	SPT6	4.418696691	5.613449716
YGR117C	YGR117C	2.964753263	4.169181009
YGR118W	RPS23A	13.65512015	13.16919741
YGR119C	NUP57	2.484601875	3.401121176
YGR120C	COG2	2.935570587	3.575274627
YGR121C	MEP1	2.249742884	2.253156486
YGR121W-A	YGR121W-A	NA	NA
YGR122C-A	YGR122C-A	NA	NA
YGR122W	YGR122W	2.220074289	2.518063073
YGR123C	PPT1	4.621059396	4.815339787
YGR124W	ASN2	15.72760369	15.56504752
YGR125W	YGR125W	2.180041532	3.700196277
YGR126W	YGR126W	NA	NA
YGR127W	YGR127W	NA	2.280295448
YGR128C	UTP8	2.878945501	3.200786956
YGR129W	SYF2	3.112528698	2.211702247
YGR130C	YGR130C	5.15450473	5.910012244
YGR131W	FHN1	2.935235953	4.67559344
YGR132C	PHB1	8.028764629	9.023261178
YGR133W	PEX4	6.750206243	10.13341612
YGR134W	CAF130	2.129883973	2.276772884
YGR135W	PRE9	7.784527912	9.801526469
YGR136W	LSB1	8.077897902	10.75675639
YGR137W	YGR137W	5.391364921	7.448341574
YGR138C	TPO2	1.67710913	1.795699694
YGR139W	YGR139W	NA	NA
YGR140W	CBF2	1.632680141	2.174129675
YGR141W	VPS62	6.55194399	4.103541871
YGR142W	BTN2	5.263176803	3.29503782
YGR143W	SKN1	1.746660517	1.952447683
YGR144W	THI4	NA	NA
YGR145W	ENP2	4.155949242	4.468873839
YGR146C	ECL1	2.677015004	3.538347975
YGR146C-A	YGR146C-A	NA	NA
YGR147C	NAT2	3.380376282	4.037102983
YGR148C	RPL24B	17.25472103	17.05280043
YGR149W	YGR149W	1.991486878	3.86516827
YGR150C	CCM1	2.383170332	2.926537651
YGR151C	YGR151C	1.995766211	3.092216633
YGR152C	RSR1	3.839583081	4.221804539
YGR153W	YGR153W	5.868343121	12.95318409
YGR154C	GTO1	4.040334083	NA
YGR155W	CYS4	6.160096029	6.920820517
YGR156W	PTI1	4.197885953	4.97416823
YGR157W	CHO2	5.563111188	7.099498649
YGR158C	MTR3	2.408784576	3.282504041
YGR159C	NSR1	4.824775974	4.21953229
YGR160W	YGR160W	4.774802661	4.206509005
YGR161C	RTS3	4.865084024	6.755324561
YGR161W-A	YGR161W-A	NA	NA
YGR161W-C	YGR161W-C	7.624042383	7.410380359
YGR162W	TIF4631	6.293591244	6.962771334
YGR163W	GTR2	3.032803585	4.833029135
YGR164W	YGR164W	NA	NA
YGR165W	MRPS35	4.322259292	6.764298831
YGR166W	TRS65	2.024364104	2.706835799
YGR167W	CLC1	8.393895107	8.786348946
YGR168C	YGR168C	2.632710777	4.851201012
YGR169C	PUS6	2.814736788	3.505298019
YGR169C-A	YGR169C-A	3.018045964	1.531430563
YGR170W	PSD2	2.8790105	2.631395022
YGR171C	MSM1	2.195040203	3.50346533
YGR172C	YIP1	6.648322601	5.937502858
YGR173W	RBG2	5.084730539	4.9043085
YGR174C	CBP4	3.56307078	7.627722091
YGR174W-A	YGR174W-A	NA	NA
YGR175C	ERG1	3.984434157	4.255936678
YGR176W	YGR176W	5.104670039	2.278941265
YGR177C	ATF2	4.856284371	3.744997939
YGR178C	PBP1	8.390829387	9.744251467
YGR179C	OKP1	2.731861764	2.673268735
YGR180C	RNR4	23.26609114	22.86278612
YGR181W	TIM13	12.88171497	14.34195349
YGR182C	YGR182C	5.439503736	6.669029518
YGR183C	QCR9	1.868190203	3.814899986
YGR184C	UBR1	3.170919306	3.926408095
YGR185C	TYS1	7.677730056	8.426078978
YGR186W	TFG1	4.786560503	5.202688791
YGR187C	HGH1	2.29041055	3.112793163
YGR188C	BUB1	2.443786277	1.244072956
YGR189C	CRH1	3.832512772	4.355244814
YGR190C	YGR190C	1.706000363	2.351011152
YGR191W	HIP1	3.26683315	3.038607973
YGR192C	TDH3	23.39972705	29.80771158
YGR193C	PDX1	5.047412602	6.851133158
YGR194C	XKS1	4.971370485	6.770793895
YGR195W	SKI6	3.342588366	3.793907152
YGR196C	FYV8	2.156739607	2.931370838
YGR197C	SNG1	4.656830977	4.965334887
YGR198W	YPP1	2.810898493	3.688713703
YGR199W	PMT6	3.846446545	3.843136972
YGR200C	ELP2	3.873430353	4.504995546
YGR201C	YGR201C	6.691816271	8.569100429
YGR202C	PCT1	6.272298592	5.707834487
YGR203W	YCH1	6.674166651	7.084658808
YGR204C-A	YGR204C-A	NA	NA
YGR204W	ADE3	7.868358477	8.377932834
YGR205W	TDA10	4.104304018	6.828504693
YGR206W	MVB12	NA	6.290968351
YGR207C	CIR1	5.74288725	3.221081145
YGR208W	SER2	3.23941722	4.079028351
YGR209C	TRX2	NA	NA
YGR210C	YGR210C	7.279753931	8.446336262
YGR211W	ZPR1	5.921257369	6.136560041
YGR212W	SLI1	2.253675463	2.155750824
YGR213C	RTA1	3.694312136	NA
YGR214W	RPS0A	17.91251363	16.92017595
YGR215W	RSM27	4.290328944	6.36832891
YGR216C	GPI1	2.286592579	2.679428925
YGR217W	CCH1	1.557030751	2.794052174
YGR218W	CRM1	4.914065379	6.05879618
YGR219W	YGR219W	9.182699258	3.239680531
YGR220C	MRPL9	3.809074061	3.576654642
YGR221C	TOS2	2.769549267	2.47674982
YGR222W	PET54	2.053963905	2.623947055
YGR223C	HSV2	3.819302788	4.694445214
YGR224W	AZR1	NA	2.274987012
YGR225W	AMA1	NA	NA
YGR226C	YGR226C	NA	NA
YGR227W	DIE2	2.233105131	2.972822032
YGR228W	YGR228W	5.871656221	NA
YGR229C	SMI1	4.109931172	4.568371444
YGR230W	BNS1	5.016237139	5.716505389
YGR231C	PHB2	8.936340702	13.09771899
YGR232W	NAS6	10.11492098	8.258032168
YGR233C	PHO81	1.812497159	2.543981726
YGR234W	YHB1	8.070944419	8.973810696
YGR235C	MOS2	4.485164647	3.991037728
YGR236C	SPG1	NA	NA
YGR237C	YGR237C	2.200288722	3.448850749
YGR238C	KEL2	2.322400126	2.809825649
YGR239C	PEX21	2.380884091	2.67720457
YGR240C	PFK1	8.79611718	9.148333896
YGR240C-A	YGR240C-A	1.783108592	2.621327507
YGR241C	YAP1802	2.275536574	2.807285698
YGR242W	YGR242W	2.766586964	2.657697906
YGR243W	FMP43	3.256871872	NA
YGR244C	LSC2	10.57261943	11.87628738
YGR245C	SDA1	3.934573389	5.190444406
YGR246C	BRF1	4.41358031	5.141628572
YGR247W	CPD1	4.229102084	3.723390959
YGR248W	SOL4	NA	NA
YGR249W	MGA1	3.566089371	NA
YGR250C	YGR250C	4.828116947	5.598474711
YGR251W	NOP19	2.438606911	3.037038553
YGR252W	GCN5	3.205137773	3.393772814
YGR253C	PUP2	6.67676692	7.838835026
YGR254W	ENO1	16.60641613	21.32642638
YGR255C	COQ6	4.511312832	6.252948647
YGR256W	GND2	10.5373138	NA
YGR257C	MTM1	2.612790004	3.720749343
YGR258C	RAD2	2.780161645	3.411523982
YGR259C	YGR259C	NA	NA
YGR260W	TNA1	4.035011725	4.207323238
YGR261C	APL6	4.250322434	5.394089937
YGR262C	BUD32	5.510529991	5.620187765
YGR263C	SAY1	3.208133244	4.365797115
YGR264C	MES1	6.919899862	7.588620938
YGR265W	YGR265W	8.908869966	5.079609496
YGR266W	YGR266W	4.724105694	5.362487444
YGR267C	FOL2	8.15187106	8.05509663
YGR268C	HUA1	6.072147374	NA
YGR269W	YGR269W	NA	1.414632183
YGR270C-A	YGR270C-A	NA	3.993830783
YGR270W	YTA7	2.424450459	2.450461869
YGR271C-A	EFG1	2.118912055	2.713516048
YGR271W	SLH1	2.188443995	2.498431523
YGR273C	YGR273C	NA	NA
YGR274C	TAF1	1.845980056	1.919367711
YGR275W	RTT102	4.388287883	5.612135205
YGR276C	RNH70	5.377639668	4.941393055
YGR277C	CAB4	5.080403542	6.37720726
YGR278W	CWC22	1.769041862	1.304704188
YGR279C	SCW4	14.93296708	15.67527243
YGR280C	PXR1	2.829060392	2.991938622
YGR281W	YOR1	2.220083683	3.442191379
YGR282C	BGL2	10.33940553	10.48774631
YGR283C	YGR283C	2.812839198	2.937914072
YGR284C	ERV29	7.853752816	9.032451774
YGR285C	ZUO1	10.74747675	11.40891933
YGR286C	BIO2	3.292599058	4.373691499
YGR287C	IMA1	NA	NA
YGR288W	MAL13	1.877671407	1.42372723
YGR289C	MAL11	NA	NA
YGR290W	YGR290W	NA	NA
YGR291C	YGR291C	NA	NA
YGR292W	MAL12	NA	NA
YGR293C	YGR293C	NA	NA
YGR294W	PAU12	3.104836338	2.246501359
YGR295C	COS6	4.725919177	5.327921574
YHL001W	RPL14B	18.02036254	12.9820493
YHL002C-A	YHL002C-A	NA	NA
YHL002W	HSE1	2.632010069	4.217409003
YHL003C	LAG1	4.564269048	5.196102941
YHL004W	MRP4	6.492228981	8.518770575
YHL005C	YHL005C	NA	NA
YHL006C	SHU1	4.187837168	1.609693701
YHL006W-A	YHL006W-A	1.781725516	NA
YHL007C	STE20	2.193251908	2.559451427
YHL009C	YAP3	1.751740634	4.532966144
YHL010C	ETP1	2.674031378	5.176565958
YHL011C	PRS3	5.206767621	5.86049453
YHL012W	YHL012W	2.242486576	1.875518028
YHL013C	OTU2	2.463562844	2.521084988
YHL014C	YLF2	4.385897408	5.934543045
YHL015W	RPS20	19.6307825	15.36733629
YHL015W-A	YHL015W-A	NA	NA
YHL016C	DUR3	NA	3.145539744
YHL017W	YHL017W	3.153590601	2.960290152
YHL018W	YHL018W	NA	NA
YHL019C	APM2	2.615113765	2.663367639
YHL019W-A	YHL019W-A	NA	NA
YHL020C	OPI1	2.389283938	2.190325132
YHL021C	AIM17	7.234574289	11.09639008
YHL022C	SPO11	4.082558209	NA
YHL023C	NPR3	2.330310206	3.45748542
YHL024W	RIM4	6.847792538	3.671184599
YHL025W	SNF6	3.201982103	3.252642713
YHL026C	YHL026C	1.016317039	2.676131368
YHL027W	RIM101	1.963845223	2.104426048
YHL028W	WSC4	NA	3.449213618
YHL029C	OCA5	1.433953188	1.106160439
YHL030W	ECM29	3.40817381	5.276736059
YHL030W-A	YHL030W-A	NA	NA
YHL031C	GOS1	7.348107456	5.517893752
YHL032C	GUT1	3.992286267	5.018319813
YHL033C	RPL8A	12.35728563	14.05178023
YHL034C	SBP1	12.51004664	13.65519535
YHL034W-A	YHL034W-A	11.35228741	5.576855957
YHL035C	VMR1	2.384225641	2.457565763
YHL036W	MUP3	1.819073922	3.875186084
YHL037C	YHL037C	NA	NA
YHL038C	CBP2	2.243359573	4.036289952
YHL039W	EFM1	3.498717245	3.589069689
YHL040C	ARN1	3.868676598	3.625821016
YHL041W	YHL041W	NA	NA
YHL042W	YHL042W	NA	NA
YHL043W	ECM34	NA	NA
YHL044W	YHL044W	1.687621851	5.586992743
YHL045W	YHL045W	NA	NA
YHL046C	PAU13	2.107993305	1.014291966
YHL046W-A	YHL046W-A	NA	NA
YHL047C	ARN2	4.126585899	6.353314103
YHL048C-A	YHL048C-A	NA	NA
YHL048W	COS8	4.16119025	4.439556015
YHL049C	YHL049C	2.74632738	1.844068393
YHL050C	YHL050C	3.573675348	3.700332105
YHR001W	OSH7	4.188544165	7.65849917
YHR001W-A	QCR10	4.329121879	6.670603461
YHR002W	LEU5	2.647437234	2.1266967
YHR003C	YHR003C	2.682967671	3.540009175
YHR004C	NEM1	1.855050164	1.980311377
YHR005C	GPA1	2.759678897	3.359698948
YHR005C-A	TIM10	8.675935963	11.64398339
YHR006W	STP2	0.785171105	2.037041755
YHR007C	ERG11	4.175520397	4.548599785
YHR007C-A	YHR007C-A	4.433638864	NA
YHR008C	SOD2	8.099899515	13.1673087
YHR009C	TDA3	5.263144896	6.669480449
YHR011W	DIA4	3.402692819	4.070603547
YHR012W	VPS29	4.266623947	6.570632988
YHR013C	ARD1	5.858350455	7.34093776
YHR014W	SPO13	NA	NA
YHR015W	MIP6	NA	NA
YHR016C	YSC84	4.407441877	8.000476132
YHR017W	YSC83	3.587048675	4.362080304
YHR018C	ARG4	4.337817034	4.872356997
YHR019C	DED81	16.4531439	15.62113294
YHR020W	YHR020W	8.926663527	9.390242754
YHR021C	RPS27B	16.73907288	16.57388886
YHR021W-A	ECM12	NA	NA
YHR022C	YHR022C	NA	NA
YHR022C-A	YHR022C-A	NA	NA
YHR023W	MYO1	2.625448554	3.334057585
YHR024C	MAS2	6.030669243	5.23914961
YHR025W	THR1	15.11040766	16.21485087
YHR026W	VMA16	9.768928344	10.33226908
YHR027C	RPN1	5.973693854	7.156621518
YHR028C	DAP2	5.972811893	6.363135962
YHR028W-A	YHR028W-A	NA	NA
YHR029C	YHI9	17.44836005	NA
YHR030C	SLT2	3.225391864	4.427991707
YHR031C	RRM3	2.203243571	3.955915862
YHR032C-A	YHR032C-A	3.255376386	4.355799116
YHR032W	ERC1	2.107377197	2.638541148
YHR032W-A	YHR032W-A	2.582636194	1.989828049
YHR033W	YHR033W	2.599308747	1.8975836
YHR034C	PIH1	3.411343754	6.440606976
YHR035W	YHR035W	1.35531895	1.710920763
YHR036W	BRL1	1.139650555	1.982632828
YHR037W	PUT2	5.021305502	6.852032367
YHR038W	RRF1	3.269321956	4.020942069
YHR039C	MSC7	4.05702811	4.430747302
YHR039C-A	VMA10	14.34709431	19.61555497
YHR040W	BCD1	2.294536032	3.157872874
YHR041C	SRB2	8.397561962	9.386475157
YHR042W	NCP1	6.811505438	7.011658786
YHR043C	DOG2	7.267472913	11.15402543
YHR044C	DOG1	5.445001232	7.828785898
YHR045W	YHR045W	2.672023789	3.244137369
YHR046C	INM1	1.725307846	2.328105873
YHR047C	AAP1	6.877914046	9.221349195
YHR048W	YHK8	2.65298509	5.266356703
YHR049C-A	YHR049C-A	12.04327341	10.40820505
YHR049W	FSH1	13.40772776	13.23952617
YHR050W	SMF2	2.515973723	3.156640559
YHR050W-A	YHR050W-A	NA	NA
YHR051W	COX6	5.872229408	7.936239951
YHR052W	CIC1	3.503397867	3.117490951
YHR052W-A	YHR052W-A	NA	NA
YHR053C	CUP1-1	NA	NA
YHR054C	YHR054C	2.232516308	2.983458631
YHR054W-A	YHR054W-A	NA	NA
YHR055C	CUP1-2	NA	NA
YHR056C	RSC30	2.208099551	3.371924509
YHR056W-A	YHR056W-A	1.93277658	0.83681894
YHR057C	CPR2	8.458000827	7.085240297
YHR058C	MED6	2.206817146	2.789567892
YHR059W	FYV4	4.05624034	3.999562336
YHR060W	VMA22	6.024455781	3.909667336
YHR061C	GIC1	1.450345337	1.684003853
YHR062C	RPP1	2.865610801	2.366042417
YHR063C	PAN5	6.073299395	8.067338389
YHR063W-A	YHR063W-A	13.76928439	15.03747967
YHR064C	SSZ1	15.12352057	14.3052472
YHR065C	RRP3	3.339749044	3.117572384
YHR066W	SSF1	2.06253528	2.78564855
YHR067W	HTD2	4.278771163	5.169451086
YHR068W	DYS1	11.14614841	7.378368686
YHR069C	RRP4	2.549871856	2.699240515
YHR069C-A	YHR069C-A	2.822449874	3.033789615
YHR070C-A	YHR070C-A	2.957393165	5.461660471
YHR070W	TRM5	3.311979021	4.507710472
YHR071C-A	YHR071C-A	2.472420868	2.51152333
YHR071W	PCL5	6.165532607	6.059884826
YHR072W	ERG7	5.014936255	5.235360341
YHR072W-A	NOP10	4.111456033	4.757934656
YHR073C-B	YHR073C-B	NA	NA
YHR073W	OSH3	3.026643631	3.638355347
YHR073W-A	YHR073W-A	NA	NA
YHR074W	QNS1	7.359553067	8.27967665
YHR075C	PPE1	5.231268037	7.597385201
YHR076W	PTC7	5.83716592	5.180695977
YHR078W	YHR078W	3.891136602	4.701860864
YHR079C	IRE1	1.984591146	2.017515913
YHR079C-A	SAE3	NA	NA
YHR080C	YHR080C	2.543234922	2.927445058
YHR081W	LRP1	4.491426544	5.328265758
YHR082C	KSP1	3.046111541	4.206243392
YHR083W	SAM35	6.255625417	9.123306827
YHR084W	STE12	1.761618383	2.062047788
YHR085W	IPI1	1.339837241	1.90362398
YHR086W	NAM8	2.827651371	4.082497311
YHR086W-A	YHR086W-A	NA	NA
YHR087W	RTC3	NA	NA
YHR088W	RPF1	3.360988321	2.985941798
YHR089C	GAR1	7.731026618	7.482324683
YHR090C	YNG2	1.701865571	1.298564396
YHR091C	MSR1	3.652697677	3.415884232
YHR092C	HXT4	4.916242345	5.207726038
YHR093W	AHT1	NA	NA
YHR094C	HXT1	2.000871433	2.257240354
YHR095W	YHR095W	NA	NA
YHR096C	HXT5	2.96397588	2.20508501
YHR097C	YHR097C	4.546098405	13.83976152
YHR098C	SFB3	4.280598381	4.512849514
YHR099W	TRA1	4.000104841	4.963627012
YHR100C	GEP4	5.494182083	5.770093216
YHR101C	BIG1	2.836414655	4.426361972
YHR102W	KIC1	2.436826806	2.424160435
YHR103W	SBE22	2.298245666	2.52295819
YHR104W	GRE3	8.071231606	12.46754997
YHR105W	YPT35	2.670295659	NA
YHR106W	TRR2	10.04994966	7.780108862
YHR107C	CDC12	5.451676528	4.535173534
